FC_Bref_;1,30E+00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AnalysisMethod;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FC_Vinf_;1,00E+02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cs;0,00E+00;1,00E-05;4,00E-05;2,20E-04;5,30E-04;1,20E-03;2,02E-03;3,30E-03;4,14E-03;1,72E-02;-4,80E-02;1,37E-02;-6,35E-02;-1,40E-01;-1,00E-05;-3,00E-05;-7,00E-05;-2,80E-04;-6,40E-04;-1,37E-03;-2,15E-03;-3,28E-03;-4,67E-03;-1,88E-02;4,72E-02;-1,59E-02;6,19E-02;1,41E-01;0,00E+00;2,80E-04;-8,00E-05;-4,00E-04;-3,00E-05;1,50E-04;5,00E-05;-1,40E-04;1,09E-03;5,39E-03;5,18E-03;2,71E-02;4,41E-02;1,79E-02;0,00E+00;-1,80E-04;7,00E-05;2,80E-04;3,00E-05;-1,30E-04;-5,00E-05;1,40E-04;-1,01E-03;-5,46E-03;-5,33E-03;-2,99E-02;-4,81E-02;-1,91E-02;-1,86E-01;5,79E-01;6,88E-01;-1,07E-01;-1,85E-01;2,42E-01;5,57E-02;-1,87E-01;5,13E-01;1,67E-01;-3,33E-01;-4,03E-01;-4,25E-01;-4,45E-01;-4,56E-01;-4,71E-01;-4,86E-01;-4,93E-01;-4,93E-01;-4,91E-01;-4,84E-01;-4,74E-01;-4,48E-01;-4,30E-01;-3,96E-01;-3,64E-01;-3,24E-01;-2,80E-01;-1,99E-01;3,37E-01;4,06E-01;4,27E-01;4,48E-01;4,60E-01;4,75E-01;4,91E-01;4,98E-01;4,98E-01;4,96E-01;4,88E-01;4,79E-01;4,53E-01;4,34E-01;4,00E-01;3,67E-01;3,27E-01;2,83E-01;2,02E-01;-1,14E+00;-1,37E+00;-1,05E+00;-1,03E+00;-1,10E+00;-1,10E+00;-1,08E+00;-1,06E+00;-1,07E+00;-1,05E+00;-1,03E+00;-1,02E+00;-9,88E-01;-9,65E-01;-9,02E-01;-8,09E-01;-6,65E-01;-4,63E-01;-3,39E-01;1,16E+00;1,41E+00;1,07E+00;1,05E+00;1,12E+00;1,12E+00;1,09E+00;1,08E+00;1,09E+00;1,07E+00;1,05E+00;1,03E+00;1,00E+00;9,79E-01;9,14E-01;8,19E-01;6,73E-01;4,71E-01;3,45E-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FC_Rho_;2,38E-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FC_Mach_;5,00E-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chord;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;1,29E-01;4,80E-01;4,80E-01;4,80E-01;4,80E-01;4,80E-01;4,80E-01;4,80E-01;4,80E-01;4,80E-01;4,80E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,79E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;1,26E-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cy;0,00E+00;1,00E-05;4,00E-05;2,20E-04;5,30E-04;1,20E-03;2,02E-03;3,30E-03;4,14E-03;1,72E-02;-4,80E-02;1,37E-02;-6,35E-02;-1,40E-01;-1,00E-05;-3,00E-05;-7,00E-05;-2,80E-04;-6,40E-04;-1,37E-03;-2,15E-03;-3,28E-03;-4,67E-03;-1,88E-02;4,72E-02;-1,59E-02;6,19E-02;1,41E-01;0,00E+00;2,80E-04;-8,00E-05;-4,00E-04;-3,00E-05;1,50E-04;5,00E-05;-1,40E-04;1,09E-03;5,39E-03;5,18E-03;2,71E-02;4,41E-02;1,79E-02;0,00E+00;-1,80E-04;7,00E-05;2,80E-04;3,00E-05;-1,30E-04;-5,00E-05;1,40E-04;-1,01E-03;-5,46E-03;-5,33E-03;-2,99E-02;-4,81E-02;-1,91E-02;-1,86E-01;5,79E-01;6,88E-01;-1,07E-01;-1,85E-01;2,42E-01;5,57E-02;-1,87E-01;5,13E-01;1,67E-01;-3,33E-01;-4,03E-01;-4,25E-01;-4,45E-01;-4,56E-01;-4,71E-01;-4,86E-01;-4,93E-01;-4,93E-01;-4,91E-01;-4,84E-01;-4,74E-01;-4,48E-01;-4,30E-01;-3,96E-01;-3,64E-01;-3,24E-01;-2,80E-01;-1,99E-01;3,37E-01;4,06E-01;4,27E-01;4,48E-01;4,60E-01;4,75E-01;4,91E-01;4,98E-01;4,98E-01;4,96E-01;4,88E-01;4,79E-01;4,53E-01;4,34E-01;4,00E-01;3,67E-01;3,27E-01;2,83E-01;2,02E-01;-1,14E+00;-1,37E+00;-1,05E+00;-1,03E+00;-1,10E+00;-1,10E+00;-1,08E+00;-1,06E+00;-1,07E+00;-1,05E+00;-1,03E+00;-1,02E+00;-9,88E-01;-9,65E-01;-9,02E-01;-8,09E-01;-6,65E-01;-4,63E-01;-3,39E-01;1,16E+00;1,41E+00;1,07E+00;1,05E+00;1,12E+00;1,12E+00;1,09E+00;1,08E+00;1,09E+00;1,07E+00;1,05E+00;1,03E+00;1,00E+00;9,79E-01;9,14E-01;8,19E-01;6,73E-01;4,71E-01;3,45E-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cmz*c/cref;-1,40E-04;2,20E-04;1,80E-04;1,72E-03;2,59E-03;5,10E-04;3,80E-03;-1,68E-03;8,41E-03;8,15E-03;3,84E-02;6,64E-02;2,64E+00;-1,17E-01;1,30E-04;-2,10E-04;-1,70E-04;-1,48E-03;-2,70E-03;-4,50E-04;-3,72E-03;2,07E-03;-8,05E-03;-8,91E-03;-3,98E-02;-7,04E-02;-2,73E+00;1,12E-01;-3,52E-02;-1,05E-01;-1,60E-01;-2,59E-01;-3,12E-01;-3,84E-01;-4,38E-01;-5,23E-01;-5,93E-01;-7,43E-01;-7,35E-01;-1,04E+00;-5,90E-01;-5,68E-01;3,52E-02;1,05E-01;1,64E-01;2,57E-01;3,12E-01;3,84E-01;4,38E-01;5,25E-01;5,94E-01;7,45E-01;7,42E-01;1,06E+00;6,07E-01;6,12E-01;6,61E-03;-9,89E-01;3,17E-01;-3,61E-01;-5,58E-01;4,61E-02;1,41E+00;4,34E-01;6,08E-01;3,34E-01;-6,25E-02;-4,06E-02;-3,70E-04;8,50E-03;4,37E-02;4,85E-02;3,90E-02;3,83E-02;4,79E-02;4,30E-02;3,80E-02;4,11E-02;3,61E-02;3,84E-02;3,20E-02;2,67E-02;1,88E-02;-5,42E-03;-1,20E-02;6,25E-02;3,89E-02;-2,56E-03;-1,08E-02;-4,61E-02;-5,07E-02;-4,10E-02;-4,02E-02;-4,98E-02;-4,47E-02;-3,96E-02;-4,26E-02;-3,73E-02;-3,94E-02;-3,29E-02;-2,79E-02;-1,99E-02;5,40E-03;1,21E-02;-1,73E+00;-2,27E+00;-1,38E+00;-1,40E+00;-1,24E+00;-1,25E+00;-1,31E+00;-1,31E+00;-1,23E+00;-1,24E+00;-1,24E+00;-1,22E+00;-1,20E+00;-1,15E+00;-1,10E+00;-9,66E-01;-7,68E-01;-4,51E-01;-2,66E-01;1,79E+00;2,36E+00;1,40E+00;1,43E+00;1,27E+00;1,28E+00;1,34E+00;1,33E+00;1,25E+00;1,26E+00;1,25E+00;1,24E+00;1,22E+00;1,17E+00;1,12E+00;9,78E-01;7,80E-01;4,62E-01;2,79E-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FC_AoA_;0,00E+00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FC_Zcg_;3,06E-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cl;-1,07E+00;-1,07E+00;-1,07E+00;-1,06E+00;-1,04E+00;-1,02E+00;-9,83E-01;-9,32E-01;-8,51E-01;-7,30E-01;-4,58E-01;-4,95E-01;-6,77E-01;-8,97E-01;-1,07E+00;-1,07E+00;-1,06E+00;-1,05E+00;-1,04E+00;-1,01E+00;-9,74E-01;-9,21E-01;-8,41E-01;-7,15E-01;-4,33E-01;-4,67E-01;-6,33E-01;-8,68E-01;-1,68E+00;-1,68E+00;-1,68E+00;-1,71E+00;-1,71E+00;-1,71E+00;-1,72E+00;-1,73E+00;-1,78E+00;-1,86E+00;-1,92E+00;-1,94E+00;-1,83E+00;-1,46E+00;-1,68E+00;-1,68E+00;-1,68E+00;-1,71E+00;-1,72E+00;-1,72E+00;-1,73E+00;-1,74E+00;-1,79E+00;-1,88E+00;-1,96E+00;-2,00E+00;-1,93E+00;-1,64E+00;5,89E-01;-9,78E-01;-1,64E+00;2,50E-01;3,27E-01;5,60E-01;-1,05E+00;-1,71E+00;-1,34E-02;8,89E-02;-6,58E-02;-7,89E-02;-1,46E-02;-2,33E-03;-2,87E-03;-2,93E-03;-9,50E-04;2,30E-04;7,20E-04;1,09E-03;1,25E-03;1,49E-03;2,24E-03;2,93E-03;2,74E-03;2,68E-03;6,75E-03;3,16E-02;2,63E-02;-6,66E-02;-7,98E-02;-1,46E-02;-2,42E-03;-2,92E-03;-2,97E-03;-9,60E-04;2,30E-04;7,20E-04;1,09E-03;1,24E-03;1,47E-03;2,18E-03;2,87E-03;2,75E-03;2,84E-03;6,95E-03;3,20E-02;2,66E-02;-6,06E-01;-6,61E-01;-5,80E-02;-3,52E-03;2,20E-04;0,00E+00;-1,50E-04;2,08E-03;4,32E-03;4,13E-03;3,56E-03;3,24E-03;3,89E-03;5,25E-03;5,68E-03;9,54E-03;4,31E-02;2,08E-01;1,71E-01;-6,27E-01;-6,81E-01;-5,79E-02;-3,77E-03;2,20E-04;1,20E-04;-1,40E-04;2,08E-03;4,45E-03;4,28E-03;3,70E-03;3,43E-03;4,14E-03;5,23E-03;5,65E-03;9,83E-03;4,38E-02;2,10E-01;1,73E-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FC_Ycg_;0,00E+00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FC_Cref_;3,20E-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cmx;-7,76E-02;-2,33E-01;-3,87E-01;-5,36E-01;-6,80E-01;-8,11E-01;-9,25E-01;-1,01E+00;-1,05E+00;-9,91E-01;-7,27E-01;-8,23E-01;-1,28E+00;-1,85E+00;7,75E-02;2,32E-01;3,86E-01;5,34E-01;6,76E-01;8,05E-01;9,17E-01;1,00E+00;1,03E+00;9,69E-01;6,90E-01;7,75E-01;1,20E+00;1,79E+00;-3,02E-01;-9,04E-01;-1,51E+00;-2,15E+00;-2,77E+00;-3,39E+00;-4,02E+00;-4,68E+00;-5,43E+00;-6,35E+00;-7,25E+00;-8,01E+00;-8,13E+00;-7,08E+00;3,02E-01;9,05E-01;1,51E+00;2,16E+00;2,78E+00;3,40E+00;4,04E+00;4,70E+00;5,46E+00;6,41E+00;7,37E+00;8,25E+00;8,57E+00;7,94E+00;6,98E-01;-1,07E+00;-1,92E+00;3,03E-01;3,87E-01;-6,29E-01;1,46E+00;2,23E+00;1,92E-01;-6,28E-02;-5,99E-01;-7,00E-01;-5,25E-01;-4,88E-01;-4,75E-01;-4,63E-01;-4,43E-01;-4,18E-01;-3,87E-01;-3,56E-01;-3,21E-01;-2,86E-01;-2,42E-01;-2,05E-01;-1,65E-01;-1,30E-01;-8,50E-02;1,34E-02;3,12E-02;6,05E-01;7,05E-01;5,27E-01;4,92E-01;4,79E-01;4,67E-01;4,47E-01;4,21E-01;3,91E-01;3,59E-01;3,24E-01;2,89E-01;2,45E-01;2,07E-01;1,67E-01;1,31E-01;8,54E-02;-1,37E-02;-3,16E-02;-4,74E+00;-5,31E+00;-1,97E+00;-1,60E+00;-1,60E+00;-1,51E+00;-1,39E+00;-1,27E+00;-1,18E+00;-1,07E+00;-9,68E-01;-8,72E-01;-7,61E-01;-6,56E-01;-5,35E-01;-3,92E-01;-1,10E-01;7,46E-01;6,65E-01;4,88E+00;5,47E+00;2,00E+00;1,63E+00;1,63E+00;1,54E+00;1,41E+00;1,29E+00;1,20E+00;1,09E+00;9,82E-01;8,84E-01;7,71E-01;6,66E-01;5,42E-01;3,96E-01;1,11E-01;-7,54E-01;-6,72E-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
